[0] trade: price=9089.220000, volume=127
[2272] trade: price=9322.030000, volume=11
[2273] trade: price=9322.030000, volume=215
[2274] trade: price=9546.680000, volume=148
[2275] trade: price=9546.680000, volume=62
[2276] trade: price=9546.680000, volume=85
[2277] trade: price=9409.180000, volume=173
[2278] trade: price=9283.430000, volume=21
[2279] trade: price=9356.040000, volume=134
[2280] trade: price=9356.040000, volume=29
[2281] trade: price=9356.040000, volume=49
[2282] trade: price=9356.040000, volume=43
[2283] trade: price=9404.220000, volume=78
[2284] trade: price=9404.220000, volume=71
[2285] trade: price=9404.220000, volume=6
[2286] trade: price=9379.130000, volume=43
[2287] trade: price=9379.130000, volume=180
[2288] trade: price=9379.130000, volume=142
[2289] trade: price=9404.220000, volume=124
[2290] trade: price=9404.220000, volume=63
[2291] trade: price=9404.220000, volume=48
[2292] trade: price=9404.220000, volume=36
[2293] trade: price=9347.810000, volume=154
[2294] trade: price=9404.220000, volume=36
[2295] trade: price=9404.220000, volume=3
[2296] trade: price=9562.350000, volume=16
[2297] trade: price=9562.350000, volume=200
[2298] trade: price=9562.350000, volume=72
[2299] trade: price=9441.270000, volume=345
[2300] trade: price=9441.270000, volume=22
[2301] trade: price=9254.380000, volume=235
[2302] trade: price=9313.950000, volume=13
[2303] trade: price=9122.350000, volume=164
[2304] trade: price=9122.350000, volume=103
[2305] trade: price=8926.260000, volume=29
[2306] trade: price=8926.260000, volume=329
[2307] trade: price=9026.330000, volume=61
[2308] trade: price=9026.330000, volume=202
[2309] trade: price=9026.330000, volume=15
[2310] trade: price=9204.790000, volume=221
[2311] trade: price=9294.610000, volume=119
[2312] trade: price=9294.610000, volume=207
[2313] trade: price=9204.790000, volume=34
[2314] trade: price=9204.790000, volume=52
[2315] trade: price=9204.790000, volume=23
[2316] trade: price=9204.790000, volume=112
[2317] trade: price=9294.610000, volume=66
[2318] trade: price=9294.610000, volume=10
[2319] trade: price=9388.350000, volume=27
[2320] trade: price=9388.350000, volume=34
[2321] trade: price=9294.610000, volume=66
[2322] trade: price=9294.610000, volume=149
[2323] trade: price=9294.610000, volume=40
[2324] trade: price=9294.610000, volume=37
[2325] trade: price=9294.610000, volume=39
[2326] trade: price=9204.790000, volume=123
[2327] trade: price=9204.790000, volume=40
[2328] trade: price=9204.790000, volume=36
[2329] trade: price=9204.790000, volume=361
[2330] trade: price=9132.860000, volume=16
[2331] trade: price=9132.860000, volume=131
[2332] trade: price=9132.860000, volume=31
[2333] trade: price=9132.860000, volume=18
[2334] trade: price=9026.330000, volume=102
[2335] trade: price=9132.860000, volume=9
[2336] trade: price=9117.190000, volume=177
[2337] trade: price=9117.190000, volume=65
[2338] trade: price=9117.190000, volume=14
[2339] trade: price=9117.190000, volume=55
[2340] trade: price=9314.600000, volume=88
[2341] trade: price=9303.390000, volume=43
[2342] trade: price=9314.600000, volume=108
[2343] trade: price=9515.350000, volume=201
[2344] trade: price=9515.350000, volume=97
[2345] trade: price=9303.390000, volume=122
[2346] trade: price=9303.390000, volume=27
[2347] trade: price=9303.390000, volume=65
[2348] trade: price=9303.390000, volume=206
[2349] trade: price=9221.260000, volume=148
[2350] trade: price=9221.260000, volume=177
[2351] trade: price=9125.920000, volume=140
[2352] trade: price=9185.820000, volume=155
[2353] trade: price=9185.820000, volume=132
[2354] trade: price=9185.820000, volume=78
[2355] trade: price=9185.820000, volume=207
[2356] trade: price=9185.820000, volume=13
[2357] trade: price=9125.920000, volume=139
[2358] trade: price=9125.920000, volume=58
[2359] trade: price=9009.380000, volume=94
[2360] trade: price=9009.380000, volume=134
[2361] trade: price=8972.900000, volume=15
[2362] trade: price=9158.480000, volume=5
[2363] trade: price=9158.480000, volume=126
[2364] trade: price=9158.480000, volume=219
[2365] trade: price=9158.480000, volume=52
[2366] trade: price=9158.480000, volume=226
[2367] trade: price=9158.480000, volume=63
[2368] trade: price=8972.900000, volume=179
[2369] trade: price=8972.900000, volume=47
[2370] trade: price=8972.900000, volume=116
[2371] trade: price=8881.030000, volume=92
[2372] trade: price=8881.030000, volume=152
[2373] trade: price=8700.840000, volume=203
[2374] trade: price=8700.840000, volume=21
[2375] trade: price=8600.880000, volume=98
[2376] trade: price=8487.760000, volume=201
[2377] trade: price=8487.760000, volume=47
[2378] trade: price=8487.760000, volume=15
[2379] trade: price=8487.760000, volume=28
[2380] trade: price=8487.760000, volume=223
[2381] trade: price=8447.850000, volume=108
[2382] trade: price=8613.070000, volume=143
[2383] trade: price=8613.070000, volume=256
[2384] trade: price=8513.110000, volume=31
[2385] trade: price=8513.110000, volume=22
[2386] trade: price=8513.110000, volume=57
[2387] trade: price=8513.110000, volume=91
[2388] trade: price=8513.110000, volume=43
[2389] trade: price=8513.110000, volume=213
[2390] trade: price=8513.110000, volume=70
[2391] trade: price=8565.750000, volume=304
[2392] trade: price=8656.970000, volume=65
[2393] trade: price=8656.970000, volume=280
[2394] trade: price=8513.110000, volume=196
[2395] trade: price=8656.970000, volume=44
[2396] trade: price=8656.970000, volume=89
[2397] trade: price=8656.970000, volume=171
[2398] trade: price=8656.970000, volume=45
[2399] trade: price=8656.970000, volume=16
[2400] trade: price=8656.970000, volume=285
[2401] trade: price=8656.970000, volume=41
[2402] trade: price=8682.410000, volume=108
[2403] trade: price=8656.970000, volume=314
[2404] trade: price=8513.110000, volume=37
[2405] trade: price=8513.110000, volume=34
[2406] trade: price=8513.110000, volume=109
[2407] trade: price=8513.110000, volume=74
[2408] trade: price=8602.850000, volume=292
[2409] trade: price=8602.850000, volume=44
[2410] trade: price=8513.110000, volume=107
[2411] trade: price=8513.110000, volume=37
[2412] trade: price=8497.520000, volume=134
[2413] trade: price=8455.130000, volume=71
[2414] trade: price=8455.130000, volume=151
[2415] trade: price=8425.020000, volume=137
[2416] trade: price=8425.020000, volume=55
[2417] trade: price=8425.020000, volume=39
[2418] trade: price=8425.020000, volume=13
[2419] trade: price=8512.880000, volume=147
[2420] trade: price=8512.880000, volume=55
[2421] trade: price=8592.860000, volume=43
[2422] trade: price=8512.880000, volume=180
[2423] trade: price=8512.880000, volume=165
[2424] trade: price=8512.880000, volume=64
[2425] trade: price=8425.020000, volume=129
[2426] trade: price=8425.020000, volume=102
[2427] trade: price=8425.020000, volume=174
[2428] trade: price=8425.020000, volume=17
[2429] trade: price=8425.020000, volume=72
[2430] trade: price=8425.020000, volume=165
[2431] trade: price=8627.850000, volume=190
[2432] trade: price=8425.020000, volume=48
[2433] trade: price=8425.020000, volume=11
[2434] trade: price=8293.480000, volume=104
[2435] trade: price=8271.070000, volume=85
[2436] trade: price=8271.070000, volume=36
[2437] trade: price=8271.070000, volume=122
[2438] trade: price=8277.360000, volume=51
[2439] trade: price=8277.360000, volume=146
[2440] trade: price=8277.360000, volume=59
[2441] trade: price=8277.360000, volume=150
[2442] trade: price=8277.360000, volume=85
[2443] trade: price=8277.360000, volume=119
[2444] trade: price=8277.360000, volume=38
[2445] trade: price=8297.850000, volume=52
[2446] trade: price=8389.850000, volume=120
[2447] trade: price=8389.850000, volume=237
[2448] trade: price=8309.980000, volume=84
[2449] trade: price=8401.800000, volume=212
[2450] trade: price=8571.410000, volume=246
[2451] trade: price=8401.800000, volume=6
[2452] trade: price=8401.800000, volume=151
[2453] trade: price=8309.980000, volume=161
[2454] trade: price=8364.250000, volume=266
[2455] trade: price=8364.250000, volume=21
[2456] trade: price=8421.990000, volume=141
[2457] trade: price=8309.980000, volume=154
[2458] trade: price=8309.980000, volume=94
[2459] trade: price=8421.990000, volume=12
[2460] trade: price=8309.980000, volume=73
[2461] trade: price=8309.980000, volume=212
[2462] trade: price=8309.980000, volume=42
[2463] trade: price=8309.980000, volume=86
[2464] trade: price=8309.980000, volume=290
[2465] trade: price=8368.820000, volume=166
[2466] trade: price=8368.820000, volume=109
[2467] trade: price=8368.820000, volume=250
[2468] trade: price=8309.980000, volume=41
[2469] trade: price=8309.980000, volume=205
[2470] trade: price=8309.980000, volume=95
[2471] trade: price=8309.980000, volume=171
[2472] trade: price=8309.980000, volume=68
[2473] trade: price=8368.820000, volume=26
[2474] trade: price=8368.820000, volume=90
[2475] trade: price=8421.990000, volume=117
[2476] trade: price=8571.410000, volume=15
[2477] trade: price=8455.720000, volume=217
[2478] trade: price=8455.720000, volume=37
[2479] trade: price=8386.330000, volume=268
[2480] trade: price=8386.330000, volume=80
[2481] trade: price=8386.330000, volume=39
[2482] trade: price=8455.720000, volume=57
[2483] trade: price=8455.720000, volume=200
[2484] trade: price=8487.690000, volume=39
[2485] trade: price=8386.330000, volume=10
[2486] trade: price=8386.330000, volume=112
[2487] trade: price=8386.330000, volume=147
[2488] trade: price=8386.330000, volume=132
[2489] trade: price=8260.130000, volume=172
[2490] trade: price=8260.130000, volume=139
[2491] trade: price=8260.130000, volume=85
[2492] trade: price=8386.330000, volume=85
[2493] trade: price=8386.330000, volume=203
[2494] trade: price=8260.130000, volume=59
[2495] trade: price=8260.130000, volume=135
[2496] trade: price=8260.130000, volume=232
[2497] trade: price=8260.130000, volume=16
[2498] trade: price=8288.890000, volume=175
[2499] trade: price=8288.890000, volume=106
[2500] trade: price=8288.890000, volume=106
[2501] trade: price=8373.630000, volume=225
[2502] trade: price=8351.470000, volume=193
[2503] trade: price=8351.470000, volume=197
[2504] trade: price=8351.470000, volume=39
[2505] trade: price=8381.090000, volume=214
[2506] trade: price=8381.090000, volume=44
[2507] trade: price=8381.090000, volume=97
[2508] trade: price=8381.090000, volume=283
[2509] trade: price=8422.780000, volume=52
[2510] trade: price=8422.780000, volume=134
[2511] trade: price=8422.780000, volume=156
[2512] trade: price=8422.780000, volume=43
[2513] trade: price=8422.780000, volume=28
[2514] trade: price=8422.780000, volume=193
[2515] trade: price=8422.780000, volume=23
[2516] trade: price=8360.320000, volume=224
[2517] trade: price=8418.710000, volume=138
[2518] trade: price=8426.210000, volume=1
[2519] trade: price=8255.980000, volume=43
[2520] trade: price=8255.980000, volume=218
[2521] trade: price=8273.790000, volume=85
[2522] trade: price=8273.790000, volume=82
[2523] trade: price=8400.600000, volume=230
[2524] trade: price=8400.600000, volume=44
[2525] trade: price=8400.600000, volume=11
[2526] trade: price=8352.910000, volume=33
[2527] trade: price=8352.910000, volume=230
[2528] trade: price=8352.910000, volume=14
[2529] trade: price=8352.910000, volume=175
[2530] trade: price=8352.910000, volume=115
[2531] trade: price=8352.910000, volume=16
[2532] trade: price=8352.910000, volume=12
[2533] trade: price=8352.910000, volume=171
[2534] trade: price=8352.910000, volume=147
[2535] trade: price=8352.910000, volume=120
[2536] trade: price=8313.020000, volume=36
[2537] trade: price=8352.910000, volume=48
[2538] trade: price=8269.000000, volume=67
[2539] trade: price=8372.870000, volume=282
[2540] trade: price=8357.340000, volume=127
[2541] trade: price=8430.460000, volume=135
[2542] trade: price=8430.460000, volume=77
[2543] trade: price=8430.460000, volume=105
[2544] trade: price=8357.340000, volume=59
[2545] trade: price=8561.650000, volume=212
[2546] trade: price=8561.650000, volume=25
[2547] trade: price=8561.650000, volume=50
[2548] trade: price=8561.650000, volume=236
[2549] trade: price=8561.650000, volume=59
[2550] trade: price=8561.650000, volume=137
[2551] trade: price=8561.650000, volume=63
[2552] trade: price=8423.750000, volume=249
[2553] trade: price=8488.600000, volume=61
[2554] trade: price=8423.750000, volume=24
[2555] trade: price=8423.750000, volume=2
[2556] trade: price=8423.750000, volume=165
[2557] trade: price=8423.750000, volume=130
[2558] trade: price=8488.600000, volume=254
[2559] trade: price=8561.650000, volume=82
[2560] trade: price=8561.650000, volume=15
[2561] trade: price=8602.140000, volume=36
[2562] trade: price=8488.600000, volume=11
[2563] trade: price=8548.990000, volume=26
[2564] trade: price=8548.990000, volume=66
[2565] trade: price=8548.990000, volume=22
[2566] trade: price=8548.990000, volume=174
[2567] trade: price=8548.990000, volume=81
[2568] trade: price=8602.140000, volume=99
[2569] trade: price=8425.470000, volume=341
[2570] trade: price=8425.470000, volume=48
[2571] trade: price=8425.470000, volume=73
[2572] trade: price=8448.770000, volume=92
[2573] trade: price=8448.770000, volume=73
[2574] trade: price=8334.010000, volume=19
[2575] trade: price=8448.770000, volume=25
[2576] trade: price=8448.770000, volume=284
[2577] trade: price=8602.140000, volume=13
[2578] trade: price=8392.560000, volume=41
[2579] trade: price=8334.010000, volume=90
[2580] trade: price=8331.190000, volume=118
[2581] trade: price=8261.400000, volume=97
[2582] trade: price=8261.400000, volume=118
[2583] trade: price=8602.140000, volume=33
[2584] trade: price=8630.130000, volume=226
[2585] trade: price=8495.050000, volume=107
[2586] trade: price=8518.620000, volume=358
[2587] trade: price=8495.050000, volume=96
[2588] trade: price=8495.050000, volume=28
[2589] trade: price=8495.050000, volume=71
[2590] trade: price=8518.620000, volume=4
[2591] trade: price=8518.620000, volume=354
[2592] trade: price=8518.620000, volume=9
[2593] trade: price=8518.620000, volume=51
[2594] trade: price=8442.940000, volume=280
[2595] trade: price=8442.940000, volume=101
[2596] trade: price=8442.940000, volume=40
[2597] trade: price=8599.330000, volume=139
[2598] trade: price=8599.330000, volume=153
[2599] trade: price=8521.640000, volume=47
[2600] trade: price=8521.640000, volume=301
[2601] trade: price=8392.170000, volume=118
[2602] trade: price=8392.170000, volume=67
[2603] trade: price=8392.170000, volume=145
[2604] trade: price=8521.640000, volume=17
[2605] trade: price=8559.500000, volume=214
[2606] trade: price=8599.330000, volume=1
[2607] trade: price=8392.170000, volume=129
[2608] trade: price=8392.170000, volume=111
[2609] trade: price=8541.800000, volume=108
[2610] trade: price=8599.330000, volume=127
[2611] trade: price=8599.330000, volume=107
[2612] trade: price=8762.840000, volume=52
[2613] trade: price=8762.840000, volume=73
[2614] trade: price=8683.850000, volume=119
[2615] trade: price=8683.850000, volume=3
[2616] trade: price=8537.390000, volume=196
[2617] trade: price=8759.010000, volume=88
[2618] trade: price=8537.390000, volume=1
[2619] trade: price=8759.010000, volume=107
[2620] trade: price=8759.010000, volume=5
[2621] trade: price=8759.010000, volume=86
[2622] trade: price=8759.010000, volume=81
[2623] trade: price=8882.360000, volume=134
[2624] trade: price=8759.010000, volume=190
[2625] trade: price=8759.010000, volume=163
[2626] trade: price=8742.160000, volume=60
[2627] trade: price=8742.160000, volume=127
[2628] trade: price=8742.160000, volume=157
[2629] trade: price=8742.160000, volume=128
[2630] trade: price=8716.520000, volume=64
[2631] trade: price=8716.520000, volume=9
[2632] trade: price=8716.520000, volume=93
[2633] trade: price=8716.520000, volume=45
[2634] trade: price=8716.520000, volume=124
[2635] trade: price=8716.520000, volume=3
[2636] trade: price=8716.520000, volume=10
[2637] trade: price=8716.520000, volume=310
[2638] trade: price=8716.520000, volume=74
[2639] trade: price=8561.200000, volume=166
[2640] trade: price=8561.200000, volume=13
[2641] trade: price=8716.520000, volume=261
[2642] trade: price=8627.320000, volume=59
[2643] trade: price=8492.620000, volume=116
[2644] trade: price=8341.480000, volume=65
[2645] trade: price=8341.480000, volume=269
[2646] trade: price=8341.480000, volume=15
[2647] trade: price=8297.920000, volume=144
[2648] trade: price=8297.920000, volume=148
[2649] trade: price=8297.920000, volume=41
[2650] trade: price=8402.160000, volume=182
[2651] trade: price=8297.920000, volume=116
[2652] trade: price=8402.160000, volume=20
[2653] trade: price=8402.160000, volume=59
[2654] trade: price=8402.160000, volume=151
[2655] trade: price=8402.160000, volume=67
[2656] trade: price=8411.300000, volume=101
[2657] trade: price=8402.160000, volume=39
[2658] trade: price=8411.300000, volume=114
[2659] trade: price=8411.300000, volume=78
[2660] trade: price=8411.300000, volume=169
[2661] trade: price=8411.300000, volume=106
[2662] trade: price=8411.300000, volume=276
[2663] trade: price=8411.300000, volume=115
[2664] trade: price=8411.300000, volume=160
[2665] trade: price=8411.300000, volume=75
[2666] trade: price=8307.190000, volume=149
[2667] trade: price=8307.190000, volume=36
[2668] trade: price=8307.190000, volume=26
[2669] trade: price=8307.190000, volume=96
[2670] trade: price=8282.220000, volume=86
[2671] trade: price=8342.550000, volume=183
[2672] trade: price=8390.500000, volume=9
[2673] trade: price=8292.340000, volume=123
[2674] trade: price=8398.760000, volume=253
[2675] trade: price=8398.760000, volume=53
[2676] trade: price=8339.760000, volume=151
[2677] trade: price=8339.760000, volume=162
[2678] trade: price=8339.760000, volume=75
[2679] trade: price=8398.760000, volume=37
[2680] trade: price=8339.760000, volume=189
[2681] trade: price=8339.760000, volume=73
[2682] trade: price=8398.760000, volume=55
[2683] trade: price=8339.760000, volume=22
[2684] trade: price=8458.940000, volume=218
[2685] trade: price=8469.960000, volume=12
[2686] trade: price=8669.510000, volume=90
[2687] trade: price=8657.150000, volume=328
[2688] trade: price=8657.150000, volume=31
[2689] trade: price=8657.150000, volume=32
[2690] trade: price=8657.150000, volume=85
[2691] trade: price=8469.960000, volume=211
[2692] trade: price=8458.940000, volume=94
[2693] trade: price=8458.940000, volume=82
[2694] trade: price=8403.360000, volume=42
[2695] trade: price=8657.150000, volume=175
[2696] trade: price=8657.150000, volume=74
[2697] trade: price=8657.150000, volume=284
[2698] trade: price=8657.150000, volume=55
[2699] trade: price=8657.150000, volume=129
[2700] trade: price=8802.170000, volume=196
[2701] trade: price=8856.900000, volume=46
[2702] trade: price=8856.900000, volume=169
[2703] trade: price=8707.820000, volume=60
[2704] trade: price=8856.900000, volume=34
[2705] trade: price=8856.900000, volume=103
[2706] trade: price=8671.190000, volume=189
[2707] trade: price=8671.190000, volume=104
[2708] trade: price=8662.300000, volume=82
[2709] trade: price=8662.300000, volume=40
[2710] trade: price=8662.300000, volume=279
[2711] trade: price=8796.240000, volume=26
[2712] trade: price=8662.300000, volume=55
[2713] trade: price=8662.300000, volume=36
[2714] trade: price=8662.300000, volume=46
[2715] trade: price=8662.300000, volume=19
[2716] trade: price=8911.420000, volume=140
[2717] trade: price=8743.360000, volume=18
[2718] trade: price=8604.130000, volume=34
[2719] trade: price=8725.220000, volume=252
[2720] trade: price=8581.130000, volume=175
[2721] trade: price=8594.600000, volume=204
[2722] trade: price=8581.130000, volume=111
[2723] trade: price=8581.130000, volume=65
[2724] trade: price=8581.130000, volume=94
[2725] trade: price=8581.130000, volume=3
[2726] trade: price=8453.350000, volume=15
[2727] trade: price=8453.350000, volume=12
[2728] trade: price=8453.350000, volume=62
[2729] trade: price=8453.350000, volume=157
[2730] trade: price=8392.400000, volume=24
[2731] trade: price=8392.400000, volume=96
[2732] trade: price=8453.350000, volume=205
[2733] trade: price=8535.430000, volume=353
[2734] trade: price=8597.300000, volume=374
[2735] trade: price=8574.250000, volume=357
[2736] trade: price=8574.250000, volume=1
[2737] trade: price=8562.820000, volume=285
[2738] trade: price=8562.820000, volume=26
[2739] trade: price=8603.000000, volume=131
[2740] trade: price=8693.090000, volume=21
[2741] trade: price=8693.090000, volume=106
[2742] trade: price=8533.520000, volume=133
[2743] trade: price=8693.090000, volume=172
[2744] trade: price=8693.090000, volume=109
[2745] trade: price=8533.520000, volume=6
[2746] trade: price=8666.300000, volume=308
[2747] trade: price=8607.590000, volume=207
[2748] trade: price=8607.590000, volume=43
[2749] trade: price=8607.590000, volume=11
[2750] trade: price=8517.670000, volume=306
[2751] trade: price=8517.670000, volume=54
[2752] trade: price=8517.670000, volume=123
[2753] trade: price=8517.670000, volume=2
[2754] trade: price=8517.670000, volume=121
[2755] trade: price=8517.670000, volume=25
[2756] trade: price=8589.800000, volume=79
[2757] trade: price=8589.800000, volume=60
[2758] trade: price=8589.800000, volume=308
[2759] trade: price=8708.610000, volume=23
[2760] trade: price=8708.610000, volume=225
[2761] trade: price=8708.610000, volume=24
[2762] trade: price=8708.610000, volume=32
[2763] trade: price=8708.610000, volume=38
[2764] trade: price=8825.450000, volume=126
[2765] trade: price=8888.820000, volume=95
[2766] trade: price=8888.820000, volume=226
[2767] trade: price=8888.820000, volume=10
[2768] trade: price=8888.820000, volume=246
[2769] trade: price=8756.840000, volume=194
[2770] trade: price=8756.840000, volume=69
[2771] trade: price=8756.840000, volume=93
[2772] trade: price=8756.840000, volume=144
[2773] trade: price=8756.840000, volume=108
[2774] trade: price=8601.370000, volume=242
[2775] trade: price=8756.840000, volume=20
[2776] trade: price=8756.840000, volume=273
[2777] trade: price=8756.840000, volume=116
[2778] trade: price=8785.920000, volume=99
[2779] trade: price=8815.440000, volume=350
[2780] trade: price=8815.440000, volume=7
[2781] trade: price=8785.920000, volume=25
[2782] trade: price=8785.920000, volume=193
[2783] trade: price=8785.920000, volume=13
[2784] trade: price=8785.920000, volume=35
[2785] trade: price=8785.920000, volume=28
[2786] trade: price=8785.920000, volume=177
[2787] trade: price=8785.920000, volume=61
[2788] trade: price=8756.840000, volume=66
[2789] trade: price=8815.440000, volume=44
[2790] trade: price=8815.440000, volume=228
[2791] trade: price=8888.820000, volume=74
[2792] trade: price=8888.820000, volume=13
[2793] trade: price=8888.820000, volume=130
[2794] trade: price=8888.820000, volume=117
[2795] trade: price=8888.820000, volume=62
[2796] trade: price=9102.270000, volume=158
[2797] trade: price=9102.270000, volume=145
[2798] trade: price=9102.270000, volume=54
[2799] trade: price=9246.530000, volume=64
[2800] trade: price=9403.040000, volume=305
[2801] trade: price=9326.510000, volume=62
[2802] trade: price=9326.510000, volume=106
[2803] trade: price=9310.000000, volume=282
[2804] trade: price=9326.510000, volume=44
[2805] trade: price=9326.510000, volume=71
[2806] trade: price=9326.510000, volume=74
[2807] trade: price=9326.510000, volume=56
[2808] trade: price=9326.510000, volume=100
[2809] trade: price=9345.070000, volume=142
[2810] trade: price=9345.070000, volume=208
[2811] trade: price=9403.040000, volume=48
[2812] trade: price=9345.070000, volume=56
[2813] trade: price=9506.400000, volume=37
[2814] trade: price=9506.400000, volume=196
[2815] trade: price=9506.400000, volume=38
[2816] trade: price=9506.400000, volume=255
[2817] trade: price=9506.400000, volume=47
[2818] trade: price=9564.200000, volume=255
[2819] trade: price=9569.700000, volume=85
[2820] trade: price=9506.400000, volume=289
[2821] trade: price=9441.270000, volume=46
[2822] trade: price=9434.800000, volume=106
[2823] trade: price=9434.800000, volume=231
[2824] trade: price=9434.800000, volume=14
[2825] trade: price=9434.800000, volume=153
[2826] trade: price=9434.800000, volume=73
[2827] trade: price=9477.560000, volume=108
[2828] trade: price=9477.560000, volume=145
[2829] trade: price=9645.700000, volume=167
[2830] trade: price=9645.700000, volume=38
[2831] trade: price=9645.700000, volume=65
[2832] trade: price=9645.700000, volume=99
[2833] trade: price=9724.690000, volume=199
[2834] trade: price=9724.690000, volume=13
[2835] trade: price=9581.660000, volume=184
[2836] trade: price=9581.660000, volume=63
[2837] trade: price=9585.820000, volume=87
[2838] trade: price=9585.820000, volume=8
[2839] trade: price=9811.920000, volume=157
[2840] trade: price=9811.920000, volume=108
[2841] trade: price=9830.060000, volume=30
[2842] trade: price=9751.970000, volume=48
[2843] trade: price=9751.970000, volume=15
[2844] trade: price=9807.510000, volume=50
[2845] trade: price=9799.340000, volume=228
[2846] trade: price=9799.340000, volume=52
[2847] trade: price=9751.970000, volume=286
[2848] trade: price=9807.510000, volume=336
[2849] trade: price=9927.140000, volume=30
[2850] trade: price=9927.140000, volume=104
[2851] trade: price=9751.970000, volume=12
[2852] trade: price=9732.070000, volume=141
[2853] trade: price=9732.070000, volume=84
[2854] trade: price=9732.070000, volume=27
[2855] trade: price=9709.080000, volume=33
[2856] trade: price=9709.080000, volume=104
[2857] trade: price=9709.080000, volume=24
[2858] trade: price=9751.970000, volume=180
[2859] trade: price=9751.970000, volume=123
[2860] trade: price=9751.970000, volume=71
[2861] trade: price=9751.970000, volume=235
[2862] trade: price=9751.970000, volume=28
[2863] trade: price=9751.970000, volume=101
[2864] trade: price=9586.790000, volume=108
[2865] trade: price=9575.390000, volume=183
[2866] trade: price=9575.390000, volume=102
[2867] trade: price=9611.840000, volume=143
[2868] trade: price=9611.840000, volume=11
[2869] trade: price=9611.840000, volume=51
[2870] trade: price=9611.840000, volume=14
[2871] trade: price=9706.910000, volume=386
[2872] trade: price=9706.910000, volume=8
[2873] trade: price=9653.000000, volume=102
[2874] trade: price=9653.000000, volume=141
[2875] trade: price=9653.000000, volume=197
[2876] trade: price=9653.000000, volume=61
[2877] trade: price=9653.000000, volume=100
[2878] trade: price=9653.000000, volume=8
[2879] trade: price=9690.560000, volume=56
[2880] trade: price=9690.560000, volume=100
[2881] trade: price=9857.550000, volume=154
[2882] trade: price=9857.550000, volume=28
[2883] trade: price=9857.550000, volume=197
[2884] trade: price=9857.550000, volume=4
[2885] trade: price=9806.990000, volume=52
[2886] trade: price=9857.550000, volume=208
[2887] trade: price=9806.990000, volume=30
[2888] trade: price=9806.990000, volume=73
[2889] trade: price=9806.990000, volume=72
[2890] trade: price=9806.990000, volume=248
[2891] trade: price=9806.990000, volume=32
[2892] trade: price=9806.990000, volume=108
[2893] trade: price=9806.990000, volume=143
[2894] trade: price=9857.550000, volume=44
[2895] trade: price=9857.550000, volume=64
[2896] trade: price=9857.550000, volume=115
[2897] trade: price=9857.550000, volume=48
[2898] trade: price=9857.550000, volume=60
[2899] trade: price=9857.550000, volume=204
[2900] trade: price=9694.120000, volume=44
[2901] trade: price=9694.120000, volume=174
[2902] trade: price=9694.120000, volume=15
[2903] trade: price=9694.120000, volume=141
[2904] trade: price=9809.580000, volume=126
[2905] trade: price=9694.120000, volume=86
[2906] trade: price=9694.120000, volume=12
[2907] trade: price=9857.550000, volume=23
[2908] trade: price=9857.550000, volume=57
[2909] trade: price=9857.550000, volume=182
[2910] trade: price=9826.420000, volume=105
[2911] trade: price=9872.760000, volume=188
[2912] trade: price=9826.420000, volume=204
[2913] trade: price=9826.420000, volume=53
[2914] trade: price=9748.670000, volume=179
[2915] trade: price=9748.670000, volume=100
[2916] trade: price=9594.370000, volume=67
[2917] trade: price=9594.370000, volume=162
[2918] trade: price=9696.200000, volume=64
[2919] trade: price=9696.200000, volume=143
[2920] trade: price=9826.420000, volume=52
[2921] trade: price=9826.420000, volume=106
[2922] trade: price=10044.560000, volume=134
[2923] trade: price=10044.560000, volume=58
[2924] trade: price=10044.560000, volume=177
[2925] trade: price=10044.560000, volume=129
[2926] trade: price=9849.170000, volume=53
[2927] trade: price=9783.110000, volume=97
[2928] trade: price=9783.110000, volume=31
[2929] trade: price=9663.650000, volume=281
[2930] trade: price=9663.650000, volume=96
[2931] trade: price=9546.900000, volume=42
[2932] trade: price=9546.900000, volume=105
[2933] trade: price=9546.900000, volume=11
[2934] trade: price=9546.900000, volume=37
[2935] trade: price=9546.900000, volume=67
[2936] trade: price=9546.900000, volume=161
[2937] trade: price=9399.590000, volume=33
[2938] trade: price=9399.590000, volume=324
[2939] trade: price=9436.560000, volume=31
[2940] trade: price=9436.560000, volume=69
[2941] trade: price=9546.900000, volume=86
[2942] trade: price=9546.900000, volume=28
[2943] trade: price=9546.900000, volume=48
[2944] trade: price=9546.900000, volume=158
[2945] trade: price=9546.900000, volume=50
[2946] trade: price=9643.910000, volume=17
[2947] trade: price=9546.900000, volume=88
[2948] trade: price=9546.900000, volume=201
[2949] trade: price=9546.900000, volume=15
[2950] trade: price=9546.900000, volume=39
[2951] trade: price=9532.090000, volume=228
[2952] trade: price=9546.900000, volume=24
[2953] trade: price=9546.900000, volume=102
[2954] trade: price=9546.900000, volume=87
[2955] trade: price=9546.900000, volume=44
[2956] trade: price=9643.910000, volume=30
[2957] trade: price=9643.910000, volume=75
[2958] trade: price=9643.910000, volume=66
[2959] trade: price=9643.910000, volume=97
[2960] trade: price=9643.910000, volume=74
[2961] trade: price=9643.910000, volume=14
[2962] trade: price=9663.650000, volume=67
[2963] trade: price=9739.940000, volume=201
[2964] trade: price=9607.270000, volume=16
[2965] trade: price=9509.560000, volume=150
[2966] trade: price=9607.270000, volume=133
[2967] trade: price=9607.270000, volume=221
[2968] trade: price=9503.090000, volume=150
[2969] trade: price=9503.090000, volume=40
[2970] trade: price=9503.090000, volume=15
